,Year,Title_English,Episodes,Popularity,Aired,Aired On,Duration,Genres,Tags,Summary,Title_Korean,Also Known As,Content Rating,Score_Votes,Score,Ranked,Watchers
166,2023,"Kimchi, Kimchi (2023)",8,99999,"Dec 8, 2023 - Jan 26, 2024",,13 min.,"['Food', 'Drama']","['Short Length Series', 'Multiple Mains', 'Miniseries', 'Web Series']","‘Kimchi, Kimchi’ is the story of Geochang Kimchi, made with the first dew cabbage under the sky, spreading overseas. It begins when the male protagonist, Ho Tae, a Seoul National University graduate, quits his job in Seoul and returns to his hometown, Gabuk-myeon, Geochang. The play progresses as he meets female juniors of his age who run a kimchi factory in his hometown and naturally becomes interested in exporting kimchi, the origin of K-food. (Source: Korean = Blackswan Official YouTube || Translation = MyDramaList)","김치, Kimchi",,Not Yet Rated,0,0.0,99999,33
167,2023,Three of Us (2023),4,13262,"Jun 18, 2023 - Jul 9, 2023",,11 min.,"['Romance', 'Drama']","['Polyamory', 'LGBTQ+', 'Lesbian Female Lead', 'Short Length Series', 'Lesbian Romance', 'Bisexual Female Lead', 'Miniseries', 'Web Series']","Yeon, a student in the film department, meets Ji Hee, a smart designer, and Min Jun, a developer with an attractive appearance. The three fall in love with each other and start a polyamorous love affair.",셋,"Ses , Set",15+ - Teens 15 or older,131,7.4,21335,661
168,2023,One Day Off (2023),8,2962,"May 24, 2023 - May 31, 2023",Wednesday,25 min.,"['Food', 'Life', 'Drama']","['Teacher Female Lead', 'Independent Female Lead', 'Traveling', 'Life Lesson', 'Friendship', 'Smart Female Lead', 'Healing', 'Miniseries', 'Web Series']","Park Ha Gyeong teaches Korean literature at a high school. To escape her ordinary days, Park Ha Gyeong decides to take one-day trips on Saturdays. During her one-day trip, she walks around, eats different foods, and meets various people. She realizes she receives comfort and empathy through her travels. (Source: AsianWiki)",박하경 여행기,"Bakhakyeong Yeohaenggi , Park Ha Kyung Travel Diary , Park Ha Kyung's Journey , Park Ha Kyung's Travel Journal , Um Dia de Folga , Un Día de Descanso , Один выходной день , Щоденник Мандрів Пак Ха Ґьон",G - All Ages,1701,8.3,1207,7567
169,2023,All That We Loved (2023),8,2119,"May 5, 2023 - May 26, 2023",Friday,35 min.,"['Romance', 'Youth']","['Student Female Lead', 'Student Male Lead', 'School Setting', 'Teenager Female Lead', 'Teenager Male Lead', 'Miniseries', 'High School', 'Web Series', 'First Love', 'Love Triangle']","Depicts the solid friendship and sincere love story of 18-year-old youths who cannot give up love or friendship. The drama deals with the unique subject of cellular memory, which hypothesizes that memory is transferred to organ transplant recipients. Go Yoo is an 18-year-old student in his second year of Hara High School. Go Yoo grows taller everyday, and he is often praised as a genius at basketball, which he originally started in order to grow taller. He’s also a charming student who manages to at least do averagely in school despite not studying. Go Yoo is too busy to date, and he’s preoccupied with protecting Joon Hee, but after he donates his kidney to Joon Hee, he becomes rivals in love with Joon Hee for the school’s No. 1 student and his first love So Yeon due to cellular memory syndrome. (Source: Naver; Soompi)",우리가 사랑했던 모든 것,"Everything That We Loved , Love, Do It , Love, Hara High School , Love, High School , Sarang, Harago , Tout ce que nous avons aimé , Tudo Que Amamos , Uriga Saranghaessdeon Modeun Geos , 사랑, 하라고",15+ - Teens 15 or older,3355,7.6,5237,11435
170,2023,Night Has Come (2023),12,322,"Dec 4, 2023 - Dec 21, 2023","Monday, Tuesday, Wednesday, Thursday",35 min.,"['Mystery', 'Horror', 'Youth', 'Supernatural']","['Death Game', 'High School', 'Survival', 'Death', 'Mild Gore', 'Smart Male Lead', 'Investigation', 'Suspense', 'Bully Supporting Character', 'Student Female Lead']","A class of second-year high school students at Yooil High School is forced to play a deadly mafia game during a field trip. As psychological warfare intensifies, Lee Yoon Seo, with her sharp reasoning skills, tries to escape, while class president Kim Jun Hee fights for survival with his sense of justice. Oh Jung Won, the top student but an outcast, must team up with others to survive. (Source: MyDramaList)",밤이 되었습니다,"A Noite Chegou , Bami Doeeossseumnida , It's Night , Night Has Fallen , S-a Lasat Noaptea , Настала ніч , Наступила ночь , لقد حل الليل",18+ Restricted (violence & profanity),29892,8.3,1324,56258
171,2023,Romance by Romance (2023),10,6954,"Jun 7, 2023 - Jun 28, 2023",Wednesday,15 min.,['Romance'],"[""Bickering Mains' Relationship"", 'Long Time Friends', 'Contract Relationship', 'Love Triangle', ""Best Friends' Relationship"", 'Writer Female Lead', 'Producer Male Lead', ""Neighbors' Relationship"", 'Musician Male Lead', 'Workplace Romance']","Ha Yoon, having never been in a long-term relationship, hoped her current boyfriend, Nam Tae Ryun, would be the one to change that. But when he announces he wants to break up before their 100th day, Ha Yoon fights to keep the relationship alive. She proposes a month-long ""break-up grace period,"" allowing them time apart without ending things. Tae Ryun agrees, and they draw up a contract. Meanwhile, Ha Yoon signs another contract with her best friend, Kang Jin. As Tae Ryun grows jealous of their time together, he begins to question whether he's ready to let her go. (Source: MyDramaList)",로맨스 바이 로맨스,"Romaenseu Bai Romaenseu , Romance Por Romance",15+ - Teens 15 or older,850,7.3,8622,2122
172,2023,Bon Appetit (2023),8,1656,"Sep 27, 2023",Wednesday,30 min.,"['Food', 'Romance']","['Advertising Designer Male Lead', 'Office Worker Male Lead', ""Neighbors' Relationship"", 'Chef Male Lead', 'Gay Male Lead', 'Gay Supporting Character', 'Gay Romance', 'Meet Again', 'LGBTQ+', 'Office Worker Supporting Character']","Do Hoon is a lonely office worker, stuck in a monotonous routine. His life changes when his neighbor, Yoon Soo, a former college junior who dropped out, unexpectedly visits with a bowl of sweet rice soup as a housewarming gift. Yoon Soo confesses that he once lacked the courage to express his feelings for Do Hoon but has moved on. Gradually, Do Hoon begins to care for Yoon Soo, and their shared meals after work become cherished moments. As they grow closer, Do Hoon realizes his feelings for Yoon Soo are deepening. (Source: MyDramaList)",본아페티,"Смачного , 본아 페띠 , 본아페띠",Not Yet Rated,7354,7.4,7276,15480
173,2023,Sunglass Man (2023),8,99999,"Aug 23, 2023 - Aug 31, 2023","Wednesday, Thursday",40 min.,['Drama'],['Miniseries'],"Na Hyo Mi runs a popular personal channel called ""Hyo Mi and Million Army"". But when unsuccessful YouTuber Yeong Soo discovers that all the guests on her channel suffer from memory loss, he threatens Hyo Mi with a demand of 50 million won. The plot revolves around the social revenge that follows. (Source: HanCinema)",썬글맨: 소녀복수극,"Sseongeulmaen: Sonyeoboksugeuk , Sunglass Man: Girl's Revenge",Not Yet Rated,0,0.0,99999,110
174,2023,Oh! Youngsim (2023),10,3104,"May 15, 2023 - Jun 13, 2023","Monday, Tuesday",50 min.,"['Comedy', 'Romance']","['Producer Female Lead', 'Entertainment Industry', 'First Love Returns', 'Producer Supporting Character', 'Childhood Crush', 'Miniseries', 'Adapted From An Aeni', ""Bickering Mains' Relationship"", 'Startup', 'Comic Artist Supporting Character']","O Yeong Sim, a 30-something TV variety show PD, has struggled with low ratings and cancelled shows. In a career crisis, she gets a chance to produce a love entertainment pilot, casting famous start-up founder Mark Wang. To her surprise, he is Wang Gyeong Tae, a childhood acquaintance who once had a crush on her. Though she didn’t feel the same, they lost contact after he moved to the U.S. Now, 20 years later, Wang Kyung Tae returns as CEO Mark Wang. PD Lee Chae Dong, her supportive colleague, and her friend Koo Wol Suk, who runs a popular YouTube channel, are also part of her life. (Source: MyDramaList) ~~ Adapted from the aeni ""Yeongsimi"" (영심이), which in turn is adapted from the comic series ""14-year-old Yeongsimi"" (열네 살 영심이) by Bae Geum Teak (배금택).",오! 영심이,"Oh! Yeongsimi , Oh! Young Shim , Oh! Youngsimi , О! Йон Шім",Not Yet Rated,2051,6.9,11681,7181
175,2023,Pale Moon (2023),10,6397,"Apr 10, 2023 - May 9, 2023","Monday, Tuesday",1 hr. 5 min.,"['Thriller', 'Mystery', 'Romance', 'Drama']","['White-Collar Crime', 'Student Male Lead', ""Childhood Friends' Relationship"", 'Bank Setting', 'Bank Teller Supporting Character', 'Bank Teller Female Lead', 'Married Female Lead', 'Age Gap [Drama Life]', 'Age Gap [Real Life]', 'Doctor Supporting Character']","Yoo Yi Hwa lives with her husband, who is indifferent to her. Yoo Yi Hwa's life as a housewife is comfortable but boring. She begins to work at a bank as a contract worker. While working at the bank, she regains her confidence. But, Yoo Yi Hwa begins to steal money from her clients. (Source: AsianWiki) ~~ Adapted from the novel ""Kami no Tsuki""(紙の月) by Mitsuyo Kakuta (角田光代).",종이달,"Jongidal , Paper Moon , Паперовий Місяць",18+ Restricted (violence & profanity),413,7.5,6326,2443
176,2023,Individual Circumstances (2023),8,1350,"Jan 19, 2023 - Feb 9, 2023",Thursday,17 min.,"['Romance', 'Drama']","['Gay Romance', 'Writer Male Lead', 'Meet Again', 'First Love Returns', 'Flashback To Past', 'Ghosting', 'Gay Male Lead', 'Cold Male Lead', 'LGBTQ+', 'Director Male Lead']","Ha Yeon U, once a rising star in Seoul's Chungmuro film scene, is now struggling after his early success. Doubting his abilities, he meets Sung U Jae, a famed writer haunted by a past heartbreak. Their reunion sparks a passionate romance that could help heal Sung U Jae's wounds and lift Ha Yeon U from his slump. (Source: MyDramaList)",각자의사정,"Circunstâncias individuais , Each other's Circumstances , Gakjaui Sajeong",Not Yet Rated,8760,7.0,11004,19028
177,2023,Miraculous Brothers (2023),16,1825,"Jun 28, 2023 - Aug 17, 2023","Wednesday, Thursday",1 hr. 10 min.,"['Mystery', 'Drama', 'Fantasy', 'Supernatural']","['Supernatural Power', 'Psychic Male Lead', 'Time Travel', 'Investigation', 'Psychometry', 'Writer Male Lead', 'Bromance', 'Unusual Friendship', 'Fate', 'Cult']","A mystery drama about warm friendship and humanity unfolds when Dong Joo, a passionate young man who only has debts, meets Kang San. Yook Dong Ju is an aspiring writer with an ambitious dream of becoming a best-selling author someday. A disharmonious brotherhood begins when a mysterious, unidentified boy, Kang San, falls into his life. Kang San has amnesia and can't even remember his own name, but he has the special ability to hear other people's hearts. (Source: MyDramaList)",기적의 형제,"Gijeogui Hyeongje , The Miracle Brothers",Not Yet Rated,4460,8.2,1745,13761
178,2023,Persona: Sulli (2023),2,7853,"Nov 13, 2023",Monday,1 hr. 5 min.,"['Drama', 'Documentary']",['Miniseries'],"""Persona: Sulli"" is split into two parts: A short film titled ""4: Clean Island"", and a feature-length documentary film ""Dear Jinri"" (Sulli's real name), which includes the star's final interview. ""4: Clean Island"" is a short film about a main character named Nezzi (Sulli) who dreams of immigrating to the cleanest place in the world, 'Clean Island'. In order to pass through an immigration checkpoint to the island, Nezzi needs to confess a sin. Her sin involves a story about a special pig. This narrative presents a remarkable canvas for the viewers to appreciate Sulli's profound and emotive performance. ""Dear Jinri"" is a documentary which features the diverse concerns and thoughts of 25-year-old Choi Jinri (Sulli) in the form of interviews. The documentary conveys Sulli’s wish for the public to see her and like her for just the way she is. (Source: Korea herald, Soompi, Laika Cinema, BIFF website, NME, Naver, Allkpop, Kbizoom)",페르소나: 설리,"4: Clean Island , 4: 클린 아일랜드 , Dear Jinri , Pereusona 2 , Persona 2 , Persona Season 2 , 진리에게 , 페르소나 2",13+ - Teens 13 or older,583,8.0,2379,1738
179,2023,Queenmaker (2023),11,2320,"Apr 14, 2023",Friday,1 hr. 7 min.,"['Business', 'Drama', 'Political']","['Female Centered Plot', 'Fight For Justice', 'Conglomerate', 'Power Struggle', 'Emotionally Strong Female Lead', 'Businesswoman Female Lead', 'Influencer Female Lead', 'Politician Female Lead', 'Foundation Director Female Lead', 'Lawyer Female Lead']","After a tragic accident, a skilled fixer, Hwang Do Hee, uses her expertise to turn civil rights lawyer Oh Kyung Sook into the next mayor of Seoul and take down her former employer. Hwang is a top consultant at Eunsung Group, using her knowledge of the owner’s family to manage risks, while Oh is a determined labor rights lawyer and popular YouTuber. Despite their different backgrounds, the two women join forces to create a just and truthful world. (Source: MyDramaList)",퀸 메이커,"Kwin Meikeo , Queen Maker , W: A Cidade Das Mulheres Que Nunca Morrem , W: Jukji Anhneun Yeojadeuleui Dosi , W: The City of Women Who Never Die , W: 죽지 않는 여자들의 도시 , Квінмейкер , Создательница королевы , صانعة الملكات , 퀸메이커",15+ - Teens 15 or older,4535,8.2,1578,10288
180,2023,Arthdal Chronicles: The Sword of Aramun (2023),12,1511,"Sep 9, 2023 - Oct 22, 2023","Saturday, Sunday",1 hr. 10 min.,"['Action', 'Historical', 'Romance', 'Fantasy']","['Time Skip', 'War', 'Physically Strong Male Lead', 'Emotionally Strong Female Lead', 'Cruel Female Lead', 'Class Conflict', 'Commander Supporting Character', 'Identical Twin Male Lead', 'Priest Supporting Character', 'Priest Female Lead']","It depicts the story of what happens in Arth approximately a decade later. Over the course of more than eight years, Arthdal succeeded in suppressing the massive rebellion of the tribes slaughtered by Ta Gon in Season 1, and the Agos finally achieved the reunification of 30 clans after 200 years under the leadership of Eun Seom. In Season 2, Ta Gon’s Kingdom of Arthdal and Eun Seom’s Ago Union are set to face an inevitable great war. Eun Seom is the ruler of the East now. Tan Ya is the successor to the Wahan clan. The story set eight years after Ta Gon has become king. (Source: Soompi)",아라문의 검,"Aramuneui Geom: Aseudal Yeondaegi , Aramun’s Sword: Arthdal Chronicles , Arthdal Chronicles 2 , Arthdal Chronicles : Season 2 , Arthdal Chronicles Season 2 , Arthdal Chronicles: Season 2 , Arthdal Chronicles: The Sword of Aramoon , Aseudal Yeondaegi 2 , Aseudal Yeondaegi Sijeun 2 , Crônicas de Arthdal 2 , The Chronicles of Arthdal , The Chronicles of Aseudal , 아라문의 검 : 아스달 연대기 , 아스달 연대기 시즌2 , 아스달 연대기2",15+ - Teens 15 or older,4228,8.3,1334,17091
181,2023,A Bloody Lucky Day (2023),10,2664,"Nov 20, 2023 - Dec 8, 2023","Monday, Tuesday",52 min.,"['Thriller', 'Mystery', 'Psychological', 'Drama']","['Graphic Violence', 'Death Of A Son', 'Serial Killer Male Lead', 'Taxi Driver Male Lead', 'Middle-Aged Male Lead', 'Detective Supporting Character', 'Criminal Male Lead', 'Psychopath Male Lead', 'Desperate Female Lead', 'Slight Horror']","O Taek works as a taxi driver. One day, he had a dream where a lot of pigs appeared. This type of dream is thought to bring about good luck. On that same day, he earns his usual amount of money. When he thinks about calling it a day, a man named Geum Hyeok Su asks O Taek to drive him to the port city of Mokpo. He offers a million won (~$1,000) to drive him. O Taek accepts the drive, but O Taek is not aware that Hyeok Su murdered a man, and he is planning to stow away on a boat. Meanwhile, Hwang Sun Gyu is the mother of the man who was murdered by Hyeok Su. She chases after her son's killer. (Source: AsianWiki) ~~ Adapted from the webtoon ""Unsuojinnal"" (운수 오진 날) by Aporia (아포리아). ~~ Release dates: Oct 5, 2023 (Festival) || Nov 17-19, 2023 (CGV Special Screening) || Nov 20 - Dec 19 (tvN) || Part 1: Nov 24, Part 2: Dec 8, 2023 (TVING)",운수 오진 날,"A Very Lucky Day , Unlucky Day , Unsuojinnal , 운수오진날",18+ Restricted (violence & profanity),2078,8.3,1318,8704
182,2023,The Hairy Era (2023),8,99999,"Dec 2, 2023 - May 19, 2024",,6 min.,"['Comedy', 'Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",,털보시대,Teolbosidae,Not Yet Rated,0,0.0,99999,15
183,2023,Girl in the Mirror (2023),5,14840,"Aug 27, 2023 - Sep 24, 2023",Sunday,9 min.,"['Youth', 'Drama']","['Fatphobia', 'Islamophobia', 'Student Supporting Character', 'Student Female Lead', 'School Setting', 'Short Length Series', 'Islam', 'School Violence', 'Overweight', 'Miniseries']","Hye Joo, the fattest girl in her school, is living an actual hell. What she goes through on an everyday basis is real and painful. She is relentlessly bullied for her weight issues. Her friend, Sabrina, a Muslim, is bullied for wearing a hijab and is forced to watch helplessly as Hye Joo is mocked and attacked by their fellow classmates. (Source: Casually YouTube; MyDramaList)",거울 속 소녀,Geoul Sok Sonyeo,Not Yet Rated,115,6.9,30588,534
184,2023,Island Part 2 (2023),6,851,"Feb 24, 2023 - Mar 10, 2023",Friday,45 min.,"['Action', 'Thriller', 'Horror', 'Fantasy']","['Reincarnation', 'Demon/Monster Hunting', 'Immortal', 'Supernatural', 'Exorcism', 'Violence Against Children', 'Violent Sibling', 'Catholicism', 'Island Setting', 'Exorcist Male Lead']","Won Mi Ho, the spoiled only child of a powerful businessman, is sent to Jeju Island as punishment after causing trouble. There, she becomes a high school ethics teacher. She soon becomes entangled in a supernatural case involving vengeful ghosts who threaten the human world. A mysterious ghost hunter appears to protect her. (Source: MyDramaList) ~~ Adapted from the webtoon ""Island"" (아일랜드) written by Yoon In Wan (윤인완) and illustrated by Yang Kyung Il (양경일).",아일랜드 파트2,"A Ilha 2 , Aillaendeu 2 , Ilha 2 , Ireland: Season 2 , Isla Temporada 2 , Island Season 2 , Island เกาะปีศาจ Part 2 , Island: Season 2 , 아일랜드2",15+ - Teens 15 or older,13573,8.0,2380,27925
185,2023,CEO-dol Mart (2023),10,3239,"Sep 15, 2023 - Oct 13, 2023",Friday,54 min.,"['Business', 'Comedy', 'Drama']","['Former Celebrity Male Lead', 'Supermarket Setting', 'Workplace Setting', 'Multiple Mains', 'Debt', 'Retail Industry', 'Business Industry', 'Emotionally Strong Male Lead', 'Neighborhood Setting', 'Responsible Female Lead']","The Thunder Boys, a popular K-pop group, are thrust into a new challenge when their financially struggling agency assigns them to run a failing supermarket. With no experience in retail, the boys must learn everything from stocking shelves to chopping meat, all while trying to save the supermarket and revitalize their music careers. (Source: MyDramaList)",사장돌 마트,"Boss-dol Mart , President Idol Mart , Sajangdol Mart , Sajangdol Mateu",15+ - Teens 15 or older,1983,7.5,6811,6778
186,2023,The Killing Vote (2023),12,715,"Aug 10, 2023 - Nov 16, 2023",Thursday,1 hr. 12 min.,"['Thriller', 'Mystery', 'Horror']","['Investigation', 'Criminal Justice System', 'Fight For Justice', 'Violence', 'Murder', 'Noir', 'Crime', 'Skilled Fighter', 'Adapted From A Webtoon', 'Cybercrime']","When heinous criminals evade justice, citizens over 18 receive a text polling them on whether the criminal should be sentenced to death. If over 50% vote in favor, the person is killed by ""Dog Mask,"" an anonymous figure operating in the virtual world. The police pursue ""Dog Mask,"" and three individuals become embroiled in the case: Kim Mu Chan, leader of the First Investigation Team at the Southern Police Agency; Kwon Seok Ju, a former legal scholar who killed the rapist of his daughter; and Ju Hyeon, a police officer at the Cyber Safety Bureau of the Seoul Metropolitan Police Agency. (Source: MyDramaList) ~~ Adapted from the webtoon ""Gukminsahyeongtupyo"" (국민사형투표) written by Um Se Yoon (엄세윤) and illustrated by Jung Yi Pum (정이품).",국민사형투표,"El Voto de la Muerte , Gukminsahyeongtupyo , Il voto della morte , National Death Penalty Vote , O Voto de Morte , Вбивчий Голос , Национальное голосование за смертную казнь , التصويت الوطني لعقوبة الإعدام , โหวตโทษประหาร",15+ - Teens 15 or older,10751,8.0,2328,32318
187,2023,Snap and Spark (2023),8,3867,"Dec 15, 2023 - Jan 10, 2024","Wednesday, Friday",24 min.,"['Music', 'Romance', 'Youth']","['Evil Friend', 'Jealous Friend', 'Student Female Lead', 'Student Male Lead', 'School Setting', 'Class Conflict', ""Childhood Friends' Relationship"", ""Classmates' Relationship"", 'Composer Male Lead', 'Dancer Female Lead']","In a world where popularity turns into social class, and not receiving hearts makes you a loser, a high-teen drama depicts the anxious concerns of students at the Han Arts High School. Centered around the students, the drama unfolds a bold and diverse story about their social status, desires and growth in a society where they yearn for love. (Source: Korean = Naver || Translation = NAY at MyDramaList)",손가락만 까딱하면,"If You Just Snap Your Fingers , Songarangman Kkattakamyeon , With Just a Snap , Якщо ти просто клацнеш пальцями",Not Yet Rated,1524,7.0,11073,5247
188,2023,Big Bet Season 2 (2023),8,6249,"Feb 15, 2023 - Mar 22, 2023",Wednesday,60 min.,"['Action', 'Crime', 'Drama']","['Co-produced', 'Filmed Abroad', 'Gambling', 'Miniseries', 'Web Series']","Cha Moo Sik is the primary suspect in a ten-billion-dollar heist and two killings, hence getting imprisoned and deported to his home country, South Korea. He returns to the Philippines a year later in an attempt to seek vengeance on those who wrongfully accused him. In answer to his enquiries concerning the deaths of Philip and So Jung, as well as Chairman Min's death, he places one last bet on his life. (Source: Maeil Business Newspaper, edited by Krystale Mitaesa) ~~ Co-production with the U.S.A.",카지노 시즌2,"A Próxima Aposta 2 , Big Bet 2 , Casino 2 , Kajino 2 , Kajino Sijeun 2 , King of Savvy 2",18+ Restricted (violence & profanity),862,7.6,5103,2545
189,2023,Nineteen (2023),8,21592,"Nov 14, 2023",,4 min.,"['Romance', 'Youth']","['Student Female Lead', 'School Setting', 'Lesbian Female Lead', 'Short Length Series', 'Lesbian Romance', 'Filmed Vertically', 'Secondary Couple', 'LGBTQ+', 'Miniseries', 'Web Series']",,소녀19,"Green of Summer , Sonyeo 19",Not Yet Rated,34,6.6,33942,249
190,2023,Crash Course in Romance (2023),16,167,"Jan 14, 2023 - Mar 5, 2023","Saturday, Sunday",1 hr. 15 min.,"['Thriller', 'Mystery', 'Comedy', 'Romance']","['Older Woman/Younger Man', 'Teacher Male Lead', 'Cram School', 'Smart Male Lead', 'Workaholic Male Lead', 'High School', 'Asperger’s Syndrome', 'Hardworking Male Lead', 'Mental Illness', 'Age Gap [Real Life]']","After retiring from her career as a national athlete, Nam Haeng Sun now owns a humble side dish store. Her cheerful personality and boundless energy catch the attention of Choi Chi Yeol, a popular and hardworking private instructor known as the ""Trillion Won Man"". Despite his reputation, Choi Chi Yeol has become increasingly aloof and irritable due to his growing success. However, their relationship is not without challenges. As they navigate the ups and downs of their personal and professional lives, they must learn to confront their own shortcomings and trust in each other's strengths. Will their love be enough to overcome the obstacles in their path? (Source: CK Warrior at MyDramaList; edited by MyDramaList)",일타 스캔들,"Curso Intensivo de Amor , Ilta Scandal , Iltaseukaendeul , Intensivão de Amor , One Hit Scandal , One Shot Scandal , Rychlokurz romantiky , Експрес-курс із романтики , Скандал одного дня , دورة مكثفة في الرومانسية , โรแมนซ์ฉบับเร่งรัด , 일타스캔들",15+ - Teens 15 or older,45840,8.3,1095,81842
191,2023,Twist Beauty (2023),5,99999,"Jun 7, 2023 - Oct 28, 2023",,14 min.,['Drama'],"['School Setting', 'Short Length Series', 'Miniseries', 'Web Series']",,반전미녀,Banjeonminyeo,Not Yet Rated,8,6.6,99999,20
192,2023,Na Ra the Socialite Wannabe (2023),4,99999,"Mar 17, 2023",Friday,20 min.,"['Romance', 'Life', 'Youth']","['Student Female Lead', 'Student Male Lead', 'School Setting', 'Teenager Female Lead', 'Teenager Male Lead', 'Miniseries', 'High School', 'Web Series', 'Friendship']",It tells the story of high school students who dream of becoming actors as they prepare for college admissions as film and theatre majors. (Source: Korean = Naver || Translation = MyDramaList),인싸가 되고 싶은 나라,"Insider Country , Inssaga Doego Sipeun Nara , Inssanara , Na Ra Who Wants to Become an Insider , Nara the Socialite Wannabe , Nara Who Wants to Become an Insider , 인싸나라",Not Yet Rated,0,0.0,99999,162
193,2023,Welcome to Samdal-ri (2023),16,117,"Dec 2, 2023 - Jan 21, 2024","Saturday, Sunday",1 hr. 10 min.,"['Comedy', 'Romance', 'Life', 'Drama']","['Healing', 'Return To Hometown', 'Friendship', 'Childhood Sweethearts', ""Sisters' Relationship"", 'Meet Again', 'Town Setting', 'Weather Forecaster Male Lead', 'Photographer Female Lead', ""Childhood Friends' Relationship""]","After losing his mother—who worked as a haenyeo (female diver who harvests sea life)—at a young age due to a mistaken weather report, Cho Yong Pil makes up his mind to become a weather forecaster and protect the elders of his hometown. However, his passion and refusal to let misinformation slide earns him a reputation at work as a stubborn troublemaker who isn’t afraid to argue with his boss. Cho Sam Dal grew up with Cho Yong Pil. Unlike Cho Yong Pil, content to remain in his hometown of Samdalri, Cho Sam Dal makes it her mission to get out of their small town and move to Seoul. After years of toiling away as an assistant in the fashion photography industry, Cho Sam Dal—who changes her name to Cho Eun Hye in Seoul—finally succeeds and makes it to the top. However, when everything she’s worked so hard to build comes crashing down in the blink of an eye, she returns to Samdalri, where people still know her as Sam Dal and not Eun Hye. Although Cho Yong Pil and Cho Sam Dal used to be joined at the hip when they were younger, the once inseparable friends are no longer in contact with one another due to an incident that drove them apart. When Cho Sam Dal returns to Samdalri, however, they find that the longtime affection they once had for one another comes rushing back. (Sources: Soompi; Netflix; edited by MyDramaList)",웰컴투 삼달리,"Benvenuti a Samdal-ri , Bun-venit în Samdal-ri , De Volta às Raízes , De Vuelta en Samdal-ri , Návrat do Samdal-ri , Retour à Samdal-ri , Üdvözöl Samdal-ri! , Welcome to Samdalri , Welkeomtu Samdalri , Добро пожаловать в Самдалри , Ласкаво просимо в Самдаль , الرجوع إلى سامدال",15+ - Teens 15 or older,57025,8.5,519,100774
194,2023,Delightfully Deceitful (2023),16,1174,"May 29, 2023 - Jul 18, 2023","Monday, Tuesday",1 hr. 2 min.,"['Comedy', 'Law', 'Crime', 'Drama']","['Revenge', 'Polar Opposites', 'Trauma', 'Swindler Female Lead', 'Teamwork', 'Smart Female Lead', 'Fraud', 'Breaking The Fourth Wall', 'Nice Male Lead', 'Lawyer Male Lead']","Clever con artist Lee Ro Um suffers from a distinct lack of empathy. One day, she is falsely implicated on charges of killing her estranged parents. She is exonerated after 10 years with the help of a passionate, highly empathetic lawyer, Han Moo Young. The two come to form an unlikely alliance to fight against wrongdoers and exact revenge on them. (Source: The Korea Times)",이로운 사기,"Beneficial Fraud , Deliciosamente Enganador , Iloun Sagi , Вигідне Шахрайство , Выгодная Афера , المحتالة المحبوبة",15+ - Teens 15 or older,6321,7.9,3280,21560
195,2023,My Happy Ending (2023),16,1704,"Dec 30, 2023 - Feb 25, 2024","Saturday, Sunday",1 hr. 10 min.,"['Thriller', 'Mystery', 'Psychological', 'Drama']","['Revenge', 'Fake Friend', 'Secret', 'Suspense', 'Investigation', 'Domestic Crime', 'Crime Against Morality', 'Emotionally Strong Female Lead', 'Evil Friend', 'Jealous Friend']","Seo Jae Won, a successful CEO and social media influencer, has a perfect life with a loving husband, Heo Soon Young, and a thriving business. She hires designer Yoon Teo as the general manager of design. Meanwhile, Kwon Yun Jin, a former university classmate of Jae Won, struggles with a divorce and fading career. As she reconnects with Jae Won, jealousy takes root. Jae Won's world unravels as she faces betrayal and uncovers hidden secrets from those she trusts. (Source: MyDramaList)",나의 해피엔드,"Haepiendeu , Happy End , Meu Final Feliz , My Happy End , Naeui Haepiendeu , 해피엔드",15+ - Teens 15 or older,4205,7.7,4894,14978
196,2023,Lies Hidden in My Garden (2023),8,1920,"Jun 19, 2023 - Jul 11, 2023","Monday, Tuesday",60 min.,"['Thriller', 'Mystery', 'Psychological', 'Drama']","['Rich Woman/Poor Woman', 'Post-traumatic Stress Disorder (PTSD)', 'Perfectionist Male Lead', 'Psychological Manipulation', 'Perfectionist Female Lead', 'Extortion', 'Gaslighting', 'Obsessive Male Lead', 'Depression', 'Domestic Violence']","Moon Ju Ran, a housewife married to a doctor, lives a peaceful life in her family’s wealthy home. Her routine is disrupted when she notices a strange smell in the backyard, prompting her to investigate her husband and meet Chu Sang Eun. Chu Sang Eun, from a poor background, lives in a shabby apartment with her abusive husband, Kim Yun Beom, who works for a pharmaceutical company. Her life is filled with hardship until she receives news of her husband's death. (Source: MyDramaList) ~~ Adapted from the novel ""Lies Hidden in My Backyard"" (마당이 있는 집) by Kim Jin Yeong (김진영).",마당이 있는 집,"A House with a Yard , Lies Hidden in My Backyard , Madangi Issneun Jib",15+ - Teens 15 or older,4051,7.7,4893,12962
